Date,Positive,Negative,TotalSamples,year
2020-08-16,226966.0,,2037386,2020
2020-08-17,,,2075086,2020
2020-08-18,,,2134174,2020
2020-08-19,,,2197259,2020
2020-08-20,,,2256862,2020
2020-08-21,264546.0,,2314485,2020
2020-08-22,,,2373103,2020
2020-08-23,,,2413951,2020
2020-08-24,,,2453768,2020
2020-08-25,,,2513555,2020
2020-08-26,,,2580621,2020
2020-08-27,,,2648808,2020
2020-08-28,,,2713034,2020
2020-08-29,,,2785718,2020
2020-08-30,,,2852675,2020
2020-08-31,,,2895807,2020
2020-01-09,,,2979477,2020
2020-02-09,,,3052794,2020
2020-03-09,,,3123918,2020
2020-04-09,,,3197110,2020
2020-05-09,,,3273871,2020
2020-06-09,,,3348255,2020
2020-07-09,,,3393676,2020
2020-08-09,,,3461119,2020
2020-09-09,,,3531441,2020
2020-10-09,,,3586150,2020
2020-11-09,,,3650819,2020
2020-12-09,,,3714402,2020
2020-09-13,,,3800976,2020
2020-09-14,,,3846937,2020
2020-09-15,,,3915302,2020
2020-09-16,,,3986283,2020
2020-09-17,,,4058313,2020
2020-09-18,,,4115783,2020
2020-09-19,,,4179567,2020
2020-09-20,,,4240044,2020
2020-09-21,,,4282735,2020
2020-09-22,,,4338442,2020
2020-09-23,,,4394840,2020
2020-09-24,,,4459004,2020
2020-09-25,,,4518923,2020
2020-09-26,,,4586780,2020
2020-09-27,,,4659860,2020
2020-09-28,,,4718722,2020
2020-09-29,,,4806197,2020
2020-09-30,,,4901083,2020
2020-01-10,,,4997671,2020
2020-02-10,,,5089730,2020
2020-03-10,,,5174652,2020
2020-04-10,,,5260160,2020
2020-05-10,,,5327463,2020
2020-06-10,,,5419954,2020
2020-07-10,,,5524302,2020
2020-08-10,,,5629550,2020
2020-09-10,,,5739530,2020
2020-10-10,,,5852300,2020
2020-11-10,,,5952223,2020
2020-12-10,,,6030980,2020
2020-10-13,,,6137221,2020
2020-10-14,,,6250992,2020
2020-10-15,,,6355809,2020
2020-10-16,,,6461694,2020
2020-10-17,,,6562710,2020
2020-10-18,,,6667777,2020
2020-10-19,,,6746358,2020
2020-10-20,,,6844594,2020
2020-10-21,,,6952835,2020
2020-10-22,,,7060189,2020
2020-10-23,,,7168545,2020
2020-10-24,,,7281090,2020
2020-10-25,,,7381601,2020
2020-10-26,,,7447493,2020
2020-10-27,,,7514194,2020
2020-10-28,,,7600348,2020
2020-10-29,,,7701031,2020
2020-10-30,,,7804312,2020
2020-10-31,,,7905868,2020
2020-01-11,,,8012641,2020
2020-02-11,,,8091137,2020
2020-03-11,,,8185676,2020
2020-04-11,,,8288179,2020
2020-05-11,,,8404516,2020
2020-06-11,,,8514653,2020
2020-07-11,,,8620970,2020
2020-08-11,,,8738226,2020
2020-09-11,,,8823191,2020
2020-10-11,,,8932699,2020
2020-11-11,,,9043217,2020
2020-12-11,,,9158603,2020
2020-11-13,,,9276602,2020
2020-11-14,,,9392474,2020
2020-11-15,,,9492080,2020
2020-11-16,,,9568625,2020
2020-11-17,,,9644009,2020
2020-11-18,,,9741051,2020
2020-11-19,,,9859525,2020
2020-11-20,,,9981137,2020
2020-11-21,,,10106474,2020
2020-11-22,,,10233378,2020
2020-11-23,,,10329473,2020
2020-11-24,,,10447705,2020
2020-11-25,,,10570159,2020
2020-11-26,,,10690557,2020
2020-11-27,,,10804148,2020
2020-11-28,,,10914872,2020
2020-11-29,,,11020300,2020
2020-11-30,,,11101633,2020
2020-01-12,,,11197240,2020
2020-02-12,,,11303158,2020
2020-03-12,,,11411843,2020
2020-04-12,,,11509892,2020
2020-05-12,,,11613924,2020
2020-06-12,,,11713244,2020
2020-07-12,,,11789715,2020
2020-08-12,,,11878413,2020
2020-09-12,,,11979471,2020
2020-10-12,,,12063741,2020
2020-11-12,,,12164587,2020
2020-12-12,,,12266816,2020
2020-12-13,,,12355358,2020
2020-12-14,,,12420213,2020
2020-12-15,,,12509743,2020
2020-12-16,,,12611493,2020
2020-12-17,,,12717849,2020
2020-12-18,,,12822390,2020
2020-12-19,,,12937540,2020
2020-12-20,,,13047768,2020
2020-12-21,,,13121419,2020
2020-12-22,,,13217127,2020
2020-12-23,,,13317070,2020
2020-12-24,,,13415794,2020
2020-12-25,,,13514362,2020
2020-12-26,,,13609914,2020
2020-12-27,,,13704709,2020
2020-12-28,,,13772451,2020
2020-12-29,,,13858850,2020
2020-12-30,,,13962707,2020
2020-12-31,,,14078158,2020
2021-01-01,,,14196065,2021
2021-02-01,,,14310188,2021
2021-03-01,,,14432085,2021
2021-04-01,,,14531251,2021
2021-05-01,,,14654318,2021
2021-06-01,,,14788491,2021
2021-07-01,,,14918254,2021
2021-08-01,,,15050771,2021
2021-09-01,,,15175037,2021
2021-10-01,,,15288243,2021
2021-11-01,,,15375146,2021
2021-12-01,,,15485359,2021
2021-01-13,,,15598874,2021
2021-01-14,,,15705129,2021
2021-01-15,,,15789978,2021
2021-01-16,,,15884994,2021
2021-01-17,,,15983473,2021
2021-01-18,,,16052738,2021
2021-01-19,,,16133663,2021
2021-01-20,,,16217753,2021
2021-01-21,,,16306608,2021
2021-01-22,,,16399189,2021
2021-01-23,,,16485599,2021
2021-01-24,,,16566713,2021
2021-01-25,,,16626140,2021
2021-01-26,,,16691703,2021
2021-01-27,,,16750398,2021
2021-01-28,,,16816459,2021
2021-01-29,,,16884991,2021
2021-01-30,,,16958479,2021
2021-01-31,,,17033930,2021
2021-01-02,,,17087246,2021
2021-02-02,,,17147397,2021
2021-03-02,,,17218163,2021
2021-04-02,,,17294005,2021
2021-05-02,,,17368124,2021
2021-06-02,,,17442715,2021
2021-07-02,,,17516945,2021
2021-08-02,,,17565234,2021
2021-09-02,,,17625719,2021
2021-10-02,,,17691918,2021
2021-11-02,,,17760112,2021
2021-12-02,,,17829105,2021
2021-02-13,,,17895155,2021
2021-02-14,,,17956031,2021
2021-02-15,,,17998276,2021
2021-02-16,,,18045304,2021
2021-02-17,,,18099928,2021
2021-02-18,,,18159563,2021
2021-02-19,,,18221003,2021
2021-02-20,,,18279393,2021
2021-02-21,,,18334627,2021
2021-02-22,,,18380495,2021
2021-02-23,,,18431322,2021
2021-02-24,,,18494364,2021
2021-02-25,,,18562530,2021
2021-02-26,,,18639329,2021
2021-02-27,,,18712761,2021
2021-02-28,,,18796775,2021
2021-01-03,,,18856902,2021
2021-02-03,,,18921149,2021
2021-03-03,,,18989488,2021
2021-04-03,,,19068106,2021
2021-05-03,,,19146913,2021
2021-06-03,,,19229142,2021
2021-07-03,,,19305102,2021
2021-08-03,,,19361547,2021
2021-09-03,,,19427973,2021
2021-10-03,,,19498106,2021
2021-11-03,,,19571207,2021
2021-12-03,,,19644839,2021
2021-03-13,,,19717489,2021
2021-03-14,,,19790597,2021
2021-03-15,,,19852955,2021
2021-03-16,,,19921424,2021
2021-03-17,,,20008072,2021
2021-03-18,,,20101442,2021
2021-03-19,,,20193326,2021
2021-03-20,,,20287369,2021
2021-03-21,,,20389209,2021
2021-03-22,,,20467387,2021
2021-03-23,,,20566120,2021
2021-03-24,,,20674133,2021
2021-03-25,,,20782529,2021
2021-03-26,,,20894800,2021
2021-03-27,,,21002216,2021
2021-03-28,,,21108544,2021
2021-03-29,,,21195741,2021
2021-03-30,,,21302658,2021
2021-03-31,,,21411226,2021
2021-01-04,,,21526958,2021
2021-02-04,,,21645891,2021
2021-03-04,,,21769721,2021
2021-04-04,,,21889602,2021
2021-05-04,,,21987431,2021
2021-06-04,,,22089452,2021
2021-07-04,,,22214842,2021
2021-08-04,,,22323599,2021
2021-09-04,,,22458762,2021
2021-10-04,,,22557552,2021
2021-11-04,,,22690258,2021
2021-12-04,,,22806423,2021
2021-04-13,,,22928322,2021
2021-04-14,,,23041564,2021
2021-04-15,,,23170964,2021
2021-04-16,,,23304701,2021
2021-04-17,,,23448009,2021
2021-04-18,,,23593654,2021
2021-04-19,,,23716866,2021
2021-04-20,,,23864354,2021
2021-04-21,,,24016635,2021
2021-04-22,,,24179169,2021
2021-04-23,,,24356635,2021
2021-04-24,,,24546248,2021
2021-04-25,,,24722862,2021
2021-04-26,,,24889269,2021
2021-04-27,,,25059385,2021
2021-04-28,,,25231382,2021
2021-04-29,,,25407198,2021
2021-04-30,,,25596991,2021
2021-01-05,,,25774973,2021
2021-02-05,,,25933338,2021
2021-03-05,,,26082428,2021
2021-04-05,,,26236135,2021
2021-05-05,,,26391359,2021
2021-06-05,,,26555800,2021
2021-07-05,,,26714702,2021
2021-08-05,,,26871729,2021
2021-09-05,,,27018220,2021
2021-10-05,,,27142330,2021
2021-11-05,,,27258568,2021
2021-12-05,,,27393360,2021
2021-05-13,,,27521028,2021
2021-05-14,,,27648133,2021
2021-05-15,,,27766478,2021
2021-05-16,,,27879697,2021
2021-05-17,,,27976933,2021
2021-05-18,,,28070180,2021
2021-05-19,,,28199718,2021
2021-05-20,,,28320429,2021
2021-05-21,,,28453442,2021
2021-05-22,,,28582203,2021
2021-05-23,,,28707320,2021
2021-05-24,,,28816043,2021
2021-05-25,,,28923718,2021
2021-05-26,,,29061302,2021
2021-05-27,,,29198945,2021
2021-05-28,,,29339728,2021
2021-05-29,,,29475822,2021
2021-05-30,,,29614631,2021
2021-05-31,,,29736960,2021
2021-01-06,,,29853184,2021
2021-02-06,,,29999107,2021
2021-03-06,,,30149275,2021
2021-04-06,,,30299885,2021
2021-05-06,,,30442176,2021
2021-06-06,,,30600450,2021
2021-07-06,,,30732003,2021
2021-08-06,,,30862227,2021
2021-09-06,,,31026189,2021
2021-10-06,,,31193920,2021
2021-11-06,,,31363615,2021
2021-12-06,,,31511642,2021
2021-06-13,,,31641259,2021
2021-06-14,,,31791001,2021
2021-06-15,,,31923601,2021
2021-06-16,,,32092313,2021
2021-06-17,,,32250755,2021
2021-06-18,,,32393253,2021
2021-06-19,,,32565018,2021
2021-06-20,,,32739539,2021
2021-06-21,,,32889270,2021
2021-06-22,,,33018369,2021
2021-06-23,,,33189023,2021
2021-06-24,,,33350310,2021
2021-06-25,,,33508382,2021
2021-06-26,,,33673392,2021
2021-06-27,,,33838028,2021
2021-06-28,,,33971945,2021
2021-06-29,,,34098615,2021
2021-06-30,,,34269727,2021
2021-01-07,,,34425805,2021
2021-02-07,,,34580906,2021
2021-03-07,,,34735561,2021
2021-04-07,,,34888644,2021
2021-05-07,,,35035219,2021
2021-06-07,,,35152131,2021
2021-07-07,,,35318762,2021
2021-08-07,,,35476314,2021
2021-09-07,,,35630054,2021
2021-10-07,,,35775720,2021
2021-11-07,,,35934618,2021
2021-12-07,,,36044017,2021
2021-07-13,,,36168611,2021
2021-07-14,,,36293105,2021
2021-07-15,,,36431379,2021
2021-07-16,,,36584287,2021
2021-07-17,,,36727143,2021
2021-07-18,,,36883707,2021
2021-07-19,,,37019681,2021
2021-07-20,,,37133137,2021
2021-07-21,,,37285851,2021
2021-07-22,,,37426194,2021
2021-07-23,,,37551620,2021
2021-07-24,,,37705035,2021
2021-07-25,,,37852023,2021
2021-07-26,,,37966095,2021
2021-07-27,,,38068589,2021
2021-07-28,,,38216908,2021
2021-07-29,,,38365769,2021
2021-07-30,,,38510966,2021
2021-07-31,,,38649498,2021
2021-01-08,,,38804546,2021
2021-02-08,,,38937576,2021
2021-03-08,,,39058597,2021
2021-04-08,,,39228008,2021
2021-05-08,,,39389670,2021
2021-06-08,,,39552008,2021
2021-07-08,,,39699877,2021
2021-08-08,,,39846323,2021
2021-09-08,,,39978515,2021
2021-10-08,,,40104915,2021
2020-01-04,265.0,7256.0,7965,2020
2020-02-04,286.0,7622.0,8456,2020
2020-03-04,295.0,8126.0,9139,2020
2020-04-04,306.0,8586.0,9744,2020
2020-05-04,314.0,9300.0,10221,2020
2020-06-04,327.0,9607.0,10716,2020
2020-07-04,336.0,10250.0,11232,2020
2020-08-04,354.0,10906.0,11986,2020
2020-09-04,357.0,11469.0,12710,2020
2020-10-04,364.0,12335.0,13339,2020
2020-11-04,373.0,12818.0,14163,2020
2020-12-04,375.0,13802.0,14989,2020
2020-04-13,378.0,14829.0,15683,2020
2020-04-14,386.0,15488.0,16235,2020
2020-04-15,387.0,16002.0,16475,2020
2020-04-16,394.0,16459.0,17400,2020
2020-04-17,395.0,17279.0,18029,2020
2020-04-18,399.0,17763.0,18774,2020
2020-04-19,401.0,18547.0,19351,2020
2020-04-20,408.0,19074.0,19756,2020
2020-04-21,426.0,19442.0,20252,2020
2020-04-22,437.0,19998.0,20821,2020
2020-04-23,447.0,20326.0,21334,2020
2020-04-24,450.0,20830.0,21940,2020
2020-04-25,457.0,21475.0,22360,2020
2020-04-26,468.0,21997.0,22954,2020
2020-04-27,481.0,23148.0,24146,2020
2020-04-28,485.0,24078.0,24855,2020
2020-04-29,495.0,24681.0,25827,2020
2020-04-30,497.0,26032.0,27481,2020
2020-01-05,497.0,27224.0,29012,2020
2020-02-05,499.0,31592.0,33276,2020
2020-03-05,499.0,33294.0,34608,2020
2020-04-05,499.0,34161.0,35441,2020
2020-05-05,502.0,35244.0,36312,2020
2020-06-05,502.0,36210.0,37546,2020
2020-07-05,502.0,36856.0,38206,2020
2020-08-05,503.0,38294.0,39266,2020
2020-09-05,505.0,39233.0,40123,2020
2020-10-05,512.0,40155.0,41279,2020
2020-11-05,512.0,40889.0,41700,2020
2020-12-05,524.0,41621.0,42461,2020
2020-05-13,534.0,42574.0,43648,2020
2020-05-14,560.0,43868.0,45039,2020
2020-05-15,576.0,45063.0,46831,2020
2020-05-16,587.0,46458.0,48433,2020
2020-05-17,601.0,47964.0,50036,2020
2020-05-18,630.0,49763.0,51059,2020
2020-05-19,642.0,50867.0,52588,2020
2020-05-20,666.0,52689.0,54633,2020
2020-05-21,690.0,54541.0,56373,2020
2020-05-22,733.0,56165.0,58382,2020
2020-05-23,795.0,58192.0,60443,2020
2020-05-24,848.0,59943.0,61900,2020
2020-05-25,897.0,61698.0,63009,2020
2020-05-26,964.0,63010.0,65303,2020
2020-05-27,1004.0,65099.0,67961,2020
2020-05-28,1089.0,67677.0,70622,2020
2020-05-29,1151.0,71083.0,74214,2020
2020-05-30,1209.0,73775.0,77257,2020
2020-05-31,1270.0,75697.0,77508,2020
2020-01-06,1327.0,78310.0,82449,2020
2020-02-06,1413.0,81157.0,86169,2020
2020-03-06,1495.0,84870.0,95348,2020
2020-04-06,1589.0,87403.0,99692,2020
2020-05-06,1700.0,92818.0,104045,2020
2020-06-06,1808.0,97114.0,107796,2020
2020-07-06,1915.0,100319.0,111930,2020
2020-08-06,2006.0,103472.0,113956,2020
2020-09-06,2097.0,111892.0,126088,2020
2020-10-06,2162.0,116425.0,131006,2020
2020-11-06,2245.0,130857.0,135974,2020
2020-12-06,2323.0,134743.0,140457,2020
2020-06-13,2408.0,,144842,2020
2020-06-14,2462.0,,149164,2020
2020-06-15,2544.0,,151686,2020
2020-06-16,2623.0,,157117,2020
2020-06-17,2698.0,,161829,2020
2020-06-18,2795.0,,169035,2020
2020-06-19,2913.0,,173729,2020
2020-06-20,3040.0,,178559,2020
2020-06-21,3173.0,,183201,2020
2020-06-22,3311.0,,185903,2020
2020-06-23,3452.0,,192059,2020
2020-06-24,3604.0,,197567,2020
2020-06-25,3727.0,,203574,2020
2020-06-26,3877.0,,209456,2020
2020-06-27,4072.0,,215243,2020
2020-06-28,4190.0,,220821,2020
2020-06-29,4311.0,,224737,2020
2020-06-30,4442.0,,231570,2020
2020-01-07,4593.0,,239017,2020
2020-02-07,4753.0,,246799,2020
2020-03-07,4965.0,,253011,2020
2020-04-07,5205.0,,260011,2020
2020-05-07,5430.0,,268218,2020
2020-06-07,5623.0,,275823,2020
2020-07-07,5895.0,,285968,2020
2020-08-07,6196.0,,296183,2020
2020-09-07,6535.0,,307219,2020
2020-10-07,6951.0,,320485,2020
2020-11-07,7439.0,,334849,2020
2020-12-07,7874.0,,347529,2020
2020-07-13,8323.0,,416282,2020
2020-07-14,8931.0,,435043,2020
2020-07-15,9554.0,,453716,2020
2020-07-16,10276.0,,472271,2020
2020-07-17,11067.0,,489395,2020
2020-07-18,11660.0,,514140,2020
2020-07-19,12481.0,,532505,2020
2020-07-20,13275.0,,546000,2020
2020-07-21,13995.0,,567278,2020
2020-07-22,15033.0,,588930,2020
2020-07-23,16111.0,,612266,2020
2020-07-24,16996.0,,635272,2020
2020-07-25,18099.0,,653982,2020
2020-07-26,19026.0,,672748,2020
2020-07-27,19728.0,,688163,2020
2020-07-28,20895.0,,709348,2020
2020-07-29,21798.0,,733413,2020
2020-07-30,22304.0,,753485,2020
2020-07-31,23614.0,,776268,2020
2020-01-08,24743.0,,795919,2020
2020-02-08,25912.0,,817078,2020
2020-03-08,26874.0,,834215,2020
2020-04-08,27957.0,,858960,2020
2020-05-08,29152.0,,884056,2020
2020-06-08,30450.0,,908355,2020
2020-07-08,31701.0,,936651,2020
2020-08-08,33121.0,,963632,2020
2020-09-08,34332.0,,984208,2020
2020-10-08,35516.0,,1000988,2020
2020-11-08,36933.0,,1027433,2020
2020-12-08,38145.0,,1056360,2020
2020-08-13,39709.0,,1087722,2020
2020-08-14,41278.0,,1120935,2020
2020-08-15,42886.0,,1154365,2020
2020-08-16,44416.0,,1182727,2020
2020-08-17,46141.0,,1205759,2020
2020-08-18,47899.0,,1240076,2020
2020-08-19,50232.0,,1276358,2020
2020-08-20,52200.0,,1312992,2020
2020-08-21,54183.0,,1349071,2020
2020-08-22,56355.0,,1386775,2020
2020-08-23,58263.0,,1422558,2020
2020-08-24,59505.0,,1446380,2020
2020-08-25,61880.0,,1484907,2020
2020-08-26,64356.0,,1525792,2020
2020-08-27,66762.0,,1564783,2020
2020-08-28,69305.0,,1608013,2020
2020-08-29,71702.0,,1643633,2020
2020-08-30,73856.0,,1669779,2020
2020-08-31,75386.0,,1685203,2020
2020-01-09,76526.0,,1697042,2020
2020-02-09,78073.0,,1724658,2020
2020-03-09,79626.0,,1755568,2020
2020-04-09,82105.0,,1792330,2020
2020-05-09,84760.0,,1832275,2020
2020-06-09,87842.0,,1872496,2020
2020-07-09,89490.0,,1891703,2020
2020-08-09,92516.0,,1933294,2020
2020-09-09,95918.0,,1978316,2020
2020-10-09,99267.0,,2018921,2020
2020-11-09,102255.0,,2053801,2020
2020-12-09,105140.0,,2099549,2020
2020-09-13,108279.0,,2132795,2020
2020-09-14,110819.0,,2152585,2020
2020-09-15,114034.0,,2198858,2020
2020-09-16,117864.0,,2245139,2020
2020-09-17,122215.0,,2287796,2020
2020-09-18,126382.0,,2336217,2020
2020-09-19,131027.0,,2384611,2020
2020-09-20,135723.0,,2427374,2020
2020-09-21,138633.0,,2450599,2020
2020-09-22,142758.0,,2492757,2020
2020-09-23,148134.0,,2545385,2020
2020-09-24,154458.0,,2600359,2020
2020-09-25,160935.0,,2657430,2020
2020-09-26,167941.0,,2717040,2020
2020-09-27,175386.0,,2770734,2020
2020-09-28,179924.0,,2804319,2020
2020-09-29,187278.0,,2862094,2020
2020-09-30,196108.0,,2925776,2020
2020-01-10,204243.0,,2985534,2020
2020-02-10,213501.0,,3049791,2020
2020-03-10,221335.0,,3104878,2020
2020-04-10,229888.0,,3164072,2020
2020-05-10,234930.0,,3198423,2020
2020-06-10,242801.0,,3263691,2020
2020-07-10,253407.0,,3340242,2020
2020-08-10,258852.0,,3402903,2020
2020-09-10,268102.0,,3471365,2020
2020-10-10,279857.0,,3538678,2020
2020-11-10,289204.0,,3594320,2020
2020-12-10,295134.0,,3628429,2020
2020-10-13,303898.0,,3676682,2020
2020-10-14,310142.0,,3726738,2020
2020-10-15,317931.0,,3776892,2020
2020-10-16,325214.0,,3828728,2020
2020-10-17,334230.0,,3880795,2020
2020-10-18,341861.0,,3939199,2020
2020-10-19,346883.0,,3975798,2020
2020-10-20,353474.0,,4029699,2020
2020-10-21,361843.0,,4091729,2020
2020-10-22,369325.0,,4147822,2020
2020-10-23,377836.0,,4212611,2020
2020-10-24,386089.0,,4280204,2020
2020-10-25,392932.0,,4328416,2020
2020-10-26,397219.0,,4363557,2020
2020-10-27,402676.0,,4409750,2020
2020-10-28,411466.0,,4476730,2020
2020-10-29,418486.0,,4531069,2020
2020-10-30,425124.0,,4585050,2020
2020-10-31,433107.0,,4645049,2020
2020-01-11,440132.0,,4695059,2020
2020-02-11,444270.0,,4728404,2020
2020-03-11,451132.0,,4789542,2020
2020-04-11,459648.0,,4860812,2020
2020-05-11,466468.0,,4922200,2020
2020-06-11,473470.0,,4985584,2020
2020-07-11,480671.0,,5049635,2020
2020-08-11,486111.0,,5098433,2020
2020-09-11,489704.0,,5130922,2020
2020-10-11,495714.0,,5185673,2020
2020-11-11,502721.0,,5249865,2020
2020-12-11,508258.0,,5307067,2020
2020-11-13,514062.0,,5365288,2020
2020-11-14,520419.0,,5426841,2020
2020-11-15,525000.0,,5472967,2020
2020-11-16,527710.0,,5498108,2020
2020-11-17,533502.0,,5554265,2020
2020-11-18,539921.0,,5621634,2020
2020-11-19,545643.0,,5688651,2020
2020-11-20,551671.0,,5749016,2020
2020-11-21,557443.0,,5809226,2020
2020-11-22,562697.0,,5857241,2020
2020-11-23,566454.0,,5892900,2020
2020-11-24,571874.0,,5952883,2020
2020-11-25,578365.0,,6018925,2020
2020-11-26,583743.0,,6074921,2020
2020-11-27,587709.0,,6114029,2020
2020-11-28,593959.0,,6178012,2020
2020-11-29,599602.0,,6227787,2020
2020-11-30,602984.0,,6262476,2020
2020-01-12,608359.0,,6321285,2020
2020-02-12,614675.0,,6378278,2020
2020-03-12,620051.0,,6438754,2020
2020-04-12,625769.0,,6496210,2020
2020-05-12,631617.0,,6556713,2020
2020-06-12,636394.0,,6608606,2020
2020-07-12,639666.0,,6642364,2020
2020-08-12,644698.0,,6702885,2020
2020-09-12,649573.0,,6755630,2020
2020-10-12,654043.0,,6808399,2020
2020-11-12,658685.0,,6861907,2020
2020-12-12,664634.0,,6921597,2020
2020-12-13,669332.0,,6967972,2020
2020-12-14,672039.0,,6999865,2020
2020-12-15,677257.0,,7056318,2020
2020-12-16,683442.0,,7118200,2020
2020-12-17,688411.0,,7179051,2020
2020-12-18,693867.0,,7233523,2020
2020-12-19,700160.0,,7293518,2020
2020-12-20,705871.0,,7347376,2020
2020-12-21,709294.0,,7382223,2020
2020-12-22,715343.0,,7447052,2020
2020-12-23,721512.0,,7508489,2020
2020-12-24,726689.0,,7564562,2020
2020-12-25,732086.0,,7613415,2020
2020-12-26,735613.0,,7649001,2020
2020-12-27,740518.0,,7695117,2020
2020-12-28,743565.0,,7727986,2020
2020-12-29,749452.0,,7789764,2020
2020-12-30,755720.0,,7853651,2020
2020-12-31,760935.0,,7911934,2020
2021-01-01,765926.0,,7964724,2021
2021-02-01,771254.0,,8018822,2021
2021-03-01,775854.0,,8066113,2021
2021-04-01,778875.0,,8099621,2021
2021-05-01,784490.0,,8160890,2021
2021-06-01,790884.0,,8224781,2021
2021-07-01,795935.0,,8285394,2021
2021-08-01,801077.0,,8344963,2021
2021-09-01,806605.0,,8406202,2021
2021-10-01,811150.0,,8451897,2021
2021-11-01,814260.0,,8487178,2021
2021-12-01,819767.0,,8551792,2021
2021-01-13,825771.0,,8620873,2021
2021-01-14,831261.0,,8688585,2021
2021-01-15,836885.0,,8751519,2021
2021-01-16,842845.0,,8816427,2021
2021-01-17,847850.0,,8868737,2021
2021-01-18,851196.0,,8901830,2021
2021-01-19,857382.0,,8968089,2021
2021-01-20,864197.0,,9029621,2021
2021-01-21,870531.0,,9090900,2021
2021-01-22,877284.0,,9148957,2021
2021-01-23,884244.0,,9210023,2021
2021-01-24,890280.0,,9258401,2021
2021-01-25,893641.0,,9289304,2021
2021-01-26,899934.0,,9349619,2021
2021-01-27,905593.0,,9400749,2021
2021-01-28,911364.0,,9459221,2021
2021-01-29,917632.0,,9518036,2021
2021-01-30,923914.0,,9576795,2021
2021-01-31,929180.0,,9625913,2021
2021-01-02,932639.0,,9659492,2021
2021-02-02,,,9712432,2021
2021-03-02,,,9772067,2021
2021-04-02,,,9856074,2021
2021-05-02,,,9948005,2021
2021-06-02,,,10030809,2021
2021-07-02,,,10096326,2021
2021-08-02,,,10144253,2021
2021-09-02,,,10214097,2021
2021-10-02,,,10294203,2021
2021-11-02,,,10365859,2021
2021-12-02,,,10440267,2021
2021-02-13,,,10526236,2021
2021-02-14,,,10588079,2021
2021-02-15,,,10627542,2021
2021-02-16,,,10701894,2021
2021-02-17,,,10771847,2021
2021-02-18,,,10839353,2021
2021-02-19,,,10906927,2021
2021-02-20,,,10972895,2021
2021-02-21,,,11030136,2021
2021-02-22,,,11068239,2021
2021-02-23,,,11137843,2021
2021-02-24,,,11208411,2021
2021-02-25,,,11271993,2021
2021-02-26,,,11339805,2021
2021-02-27,,,11413515,2021
2021-02-28,,,11476284,2021
2021-01-03,,,11522279,2021
2021-02-03,,,11590373,2021
2021-03-03,,,11650019,2021
2021-04-03,,,11713060,2021
2021-05-03,,,11779163,2021
2021-06-03,,,11840927,2021
2021-07-03,,,11892875,2021
2021-08-03,,,11931921,2021
2021-09-03,,,11997827,2021
2021-10-03,,,12060313,2021
2021-11-03,,,12130151,2021
2021-12-03,,,12182285,2021
2021-03-13,,,12240629,2021
2021-03-14,,,12291194,2021
2021-03-15,,,12329604,2021
2021-03-16,,,12390578,2021
2021-03-17,,,12450771,2021
2021-03-18,,,12505085,2021
2021-03-19,,,12558269,2021
2021-03-20,,,12617046,2021
2021-03-21,,,12661721,2021
2021-03-22,,,12696542,2021
2021-03-23,,,12753967,2021
2021-03-24,,,12810707,2021
2021-03-25,,,12861734,2021
2021-03-26,,,12913986,2021
2021-03-27,,,12966274,2021
2021-03-28,,,13013503,2021
2021-03-29,,,13050880,2021
2021-03-30,,,13109437,2021
2021-03-31,,,13158864,2021
2021-01-04,,,13213211,2021
2021-02-04,,,13264994,2021
2021-03-04,,,13309773,2021
2021-04-04,,,13354944,2021
2021-05-04,,,13395135,2021
2021-06-04,,,13454186,2021
2021-07-04,,,13514740,2021
2021-08-04,,,13578641,2021
2021-09-04,,,13641881,2021
2021-10-04,,,13703838,2021
2021-11-04,,,13768841,2021
2021-12-04,,,13814258,2021
2021-04-13,,,13887699,2021
2021-04-14,,,13952957,2021
2021-04-15,,,14013857,2021
2021-04-16,,,14081632,2021
2021-04-17,,,14162843,2021
2021-04-18,,,14271741,2021
2021-04-19,,,14359016,2021
2021-04-20,,,14471237,2021
2021-04-21,,,14593000,2021
2021-04-22,,,14728177,2021
2021-04-23,,,14858794,2021
2021-04-24,,,14989949,2021
2021-04-25,,,15116722,2021
2021-04-26,,,15213100,2021
2021-04-27,,,15354299,2021
2021-04-28,,,15492489,2021
2021-04-29,,,15650037,2021
2021-04-30,,,15799524,2021
2021-01-05,,,15945998,2021
2021-02-05,,,16058633,2021
2021-03-05,,,16154929,2021
2021-04-05,,,16297517,2021
2021-05-05,,,16460838,2021
2021-06-05,,,16616470,2021
2021-07-05,,,16760815,2021
2021-08-05,,,16909361,2021
2021-09-05,,,17033341,2021
2021-10-05,,,17133089,2021
2021-11-05,,,17272376,2021
2021-12-05,,,17418696,2021
2021-05-13,,,17558352,2021
2021-05-14,,,17689727,2021
2021-05-15,,,17812355,2021
2021-05-16,,,17928337,2021
2021-05-17,,,18014842,2021
2021-05-18,,,18149395,2021
2021-05-19,,,18289940,2021
2021-05-20,,,18421465,2021
2021-05-21,,,18555023,2021
2021-05-22,,,18681051,2021
2021-05-23,,,18794256,2021
2021-05-24,,,18881587,2021
2021-05-25,,,19024615,2021
2021-05-26,,,19168987,2021
2021-05-27,,,19304219,2021
2021-05-28,,,19440287,2021
2021-05-29,,,19582046,2021
2021-05-30,,,19706583,2021
2021-05-31,,,19795928,2021
2021-01-06,,,19926522,2021
2021-02-06,,,20055047,2021
2021-03-06,,,20178932,2021
