Date,Positive,Negative,TotalSamples,year
2020-04-17,12.0,,1403,2020
2020-04-24,27.0,,2679,2020
2020-04-27,33.0,,2848,2020
2020-01-05,33.0,,3754,2020
2020-05-16,33.0,,6677,2020
2020-05-19,33.0,,6965,2020
2020-05-20,33.0,,7082,2020
2020-05-21,33.0,,7167,2020
2020-05-22,33.0,,7263,2020
2020-05-23,33.0,,7327,2020
2020-05-24,33.0,,7327,2020
2020-05-25,33.0,,7363,2020
2020-05-26,33.0,,7448,2020
2020-05-27,33.0,,7499,2020
2020-05-28,33.0,,7519,2020
2020-05-29,33.0,,7567,2020
2020-05-30,33.0,,7567,2020
2020-05-31,33.0,,7706,2020
2020-01-06,33.0,,7805,2020
2020-02-06,33.0,,8086,2020
2020-03-06,33.0,,8295,2020
2020-04-06,33.0,,8413,2020
2020-05-06,33.0,,8694,2020
2020-06-06,33.0,,9037,2020
2020-07-06,33.0,,9242,2020
2020-08-06,33.0,,9341,2020
2020-09-06,33.0,,9859,2020
2020-10-06,35.0,,10010,2020
2020-11-06,38.0,,10226,2020
2020-12-06,38.0,,10697,2020
2020-06-13,38.0,,10955,2020
2020-06-14,38.0,,11356,2020
2020-06-15,41.0,,11518,2020
2020-06-16,44.0,,11809,2020
2020-06-17,44.0,,12239,2020
2020-06-18,45.0,,12622,2020
2020-06-19,47.0,,12930,2020
2020-06-20,47.0,,13320,2020
2020-06-21,48.0,,13434,2020
2020-06-22,48.0,,13511,2020
2020-06-23,50.0,,13723,2020
2020-06-24,56.0,,13994,2020
2020-06-25,59.0,,14277,2020
2020-06-26,72.0,,14583,2020
2020-06-27,73.0,,14851,2020
2020-06-28,83.0,,15094,2020
2020-06-29,90.0,,15410,2020
2020-06-30,97.0,,15709,2020
2020-01-07,100.0,,15982,2020
2020-02-07,109.0,,16278,2020
2020-03-07,116.0,,16626,2020
2020-04-07,119.0,,16832,2020
2020-05-07,125.0,,16909,2020
2020-06-07,141.0,,17095,2020
2020-07-07,147.0,,17381,2020
2020-08-07,149.0,,17643,2020
2020-09-07,151.0,,17852,2020
2020-10-07,156.0,,18046,2020
2020-11-07,163.0,,18315,2020
2020-12-07,163.0,,18447,2020
2020-07-13,166.0,,18609,2020
2020-07-14,171.0,,18884,2020
2020-07-15,176.0,,19061,2020
2020-07-16,180.0,,19227,2020
2020-07-17,194.0,,19421,2020
2020-07-18,198.0,,19671,2020
2020-07-19,203.0,,19904,2020
2020-07-20,207.0,,20301,2020
2020-07-21,212.0,,20642,2020
2020-07-22,221.0,,21043,2020
2020-07-23,240.0,,21310,2020
2020-07-24,259.0,,21743,2020
2020-07-25,290.0,,21965,2020
2020-07-26,324.0,,22049,2020
2020-07-27,338.0,,22548,2020
2020-07-28,363.0,,22925,2020
2020-07-29,428.0,,23217,2020
2020-07-30,471.0,,23615,2020
2020-07-31,548.0,,24038,2020
2020-01-08,636.0,,24308,2020
2020-02-08,734.0,,24580,2020
2020-03-08,830.0,,25034,2020
2020-04-08,928.0,,25492,2020
2020-05-08,1027.0,,25826,2020
2020-06-08,1123.0,,26516,2020
2020-07-08,1222.0,,26915,2020
2020-08-08,1351.0,,27073,2020
2020-09-08,1490.0,,27103,2020
2020-10-08,1625.0,,27346,2020
2020-11-08,1764.0,,27455,2020
2020-12-08,1900.0,,27744,2020
2020-08-13,2037.0,,27973,2020
2020-08-14,2186.0,,28129,2020
2020-08-15,2306.0,,28209,2020
2020-08-16,2399.0,,28229,2020
2020-08-17,2445.0,,28672,2020
2020-08-18,2529.0,,28937,2020
2020-08-19,2604.0,,29303,2020
2020-08-20,2680.0,,29487,2020
2020-08-21,2747.0,,29573,2020
2020-08-22,2808.0,,29888,2020
2020-08-23,2860.0,,30278,2020
2020-08-24,2904.0,,30513,2020
2020-08-25,2945.0,,31082,2020
2020-08-26,2985.0,,31646,2020
2020-08-27,3018.0,,31830,2020
2020-08-28,3050.0,,32100,2020
2020-08-29,3081.0,,32407,2020
2020-08-30,3104.0,,32674,2020
2020-08-31,3132.0,,33485,2020
2020-01-09,3160.0,,35104,2020
2020-02-09,,,36136,2020
2020-03-09,3223.0,,37075,2020
2020-04-09,3257.0,,37825,2020
2020-05-09,3292.0,,38574,2020
2020-06-09,3332.0,,39205,2020
2020-07-09,3359.0,,39995,2020
2020-08-09,3392.0,,41039,2020
2020-09-09,3426.0,,41776,2020
2020-10-09,3465.0,,42792,2020
2020-11-09,3494.0,,43680,2020
2020-12-09,3521.0,,44570,2020
2020-09-13,3546.0,,45279,2020
2020-09-14,3557.0,,45987,2020
2020-09-15,3574.0,,46823,2020
2020-09-16,3593.0,,47794,2020
2020-09-17,3604.0,,48861,2020
2020-09-18,3631.0,,50035,2020
2020-09-19,3644.0,,50681,2020
2020-09-20,3651.0,,51262,2020
2020-09-21,3673.0,,52220,2020
2020-09-22,3691.0,,52845,2020
2020-09-23,3712.0,,53591,2020
2020-09-24,3744.0,,52992,2020
2020-09-25,3759.0,,55169,2020
2020-09-26,3774.0,,56059,2020
2020-09-27,3794.0,,56661,2020
2020-09-28,3803.0,,57343,2020
2020-09-29,3821.0,,58135,2020
2020-09-30,3835.0,,58763,2020
2020-01-10,3848.0,,59676,2020
2020-02-10,3858.0,,60437,2020
2020-03-10,3868.0,,61231,2020
2020-04-10,3884.0,,62103,2020
2020-05-10,3899.0,,63009,2020
2020-06-10,3912.0,,63790,2020
2020-07-10,3935.0,,65111,2020
2020-08-10,3952.0,,66244,2020
2020-09-10,3976.0,,67332,2020
2020-10-10,3992.0,,68464,2020
2020-11-10,4005.0,,69146,2020
2020-12-10,4023.0,,69932,2020
2020-10-13,4036.0,,70780,2020
2020-10-14,4046.0,,71624,2020
2020-10-15,4062.0,,72525,2020
2020-10-16,4072.0,,73363,2020
2020-10-17,4083.0,,74277,2020
2020-10-18,4108.0,,75030,2020
2020-10-19,4126.0,,75977,2020
2020-10-20,4141.0,,77200,2020
2020-10-21,4168.0,,78303,2020
2020-10-22,4184.0,,79301,2020
2020-10-23,4207.0,,80768,2020
2020-10-24,4225.0,,81880,2020
2020-10-25,4245.0,,82626,2020
2020-10-26,4253.0,,83115,2020
2020-10-27,4274.0,,84308,2020
2020-10-28,4289.0,,85378,2020
2020-10-29,4305.0,,86715,2020
2020-10-30,4317.0,,87789,2020
2020-10-31,4332.0,,88453,2020
2020-01-11,4340.0,,89559,2020
2020-02-11,4352.0,,90901,2020
2020-03-11,4372.0,,92249,2020
2020-04-11,4389.0,,93406,2020
2020-05-11,4403.0,,94639,2020
2020-06-11,4420.0,,96214,2020
2020-07-11,4441.0,,97603,2020
2020-08-11,4450.0,,98812,2020
2020-09-11,4463.0,,100025,2020
2020-10-11,4477.0,,101226,2020
2020-11-11,4494.0,,102433,2020
2020-12-11,4507.0,,103599,2020
2020-11-13,4518.0,,104785,2020
2020-11-14,4527.0,,105699,2020
2020-11-15,4536.0,,106734,2020
2020-11-16,4557.0,,108080,2020
2020-11-17,4574.0,,109646,2020
2020-11-18,4593.0,,111166,2020
2020-11-19,4604.0,,112792,2020
2020-11-20,4617.0,,114392,2020
2020-11-21,4631.0,,115968,2020
2020-11-22,4641.0,,117093,2020
2020-11-23,4656.0,,118654,2020
2020-11-24,4667.0,,120324,2020
2020-11-25,4677.0,,121931,2020
2020-11-26,4682.0,,123165,2020
2020-11-27,4689.0,,124832,2020
2020-11-28,4698.0,,126331,2020
2020-11-29,4704.0,,127912,2020
2020-11-30,4710.0,,129389,2020
2020-01-12,4718.0,,131080,2020
2020-02-12,4723.0,,132784,2020
2020-03-12,4729.0,,134355,2020
2020-04-12,4742.0,,135952,2020
2020-05-12,4747.0,,137648,2020
2020-06-12,4758.0,,139326,2020
2020-07-12,4773.0,,140961,2020
2020-08-12,4778.0,,142667,2020
2020-09-12,4783.0,,144401,2020
2020-10-12,4791.0,,146143,2020
2020-11-12,4798.0,,147806,2020
2020-12-12,4805.0,,149926,2020
2020-12-13,4818.0,,152004,2020
2020-12-14,4834.0,,153685,2020
2020-12-15,4842.0,,155454,2020
2020-12-16,4850.0,,157242,2020
2020-12-17,4860.0,,159027,2020
2020-12-18,4869.0,,160856,2020
2020-12-19,4875.0,,162821,2020
2020-12-20,4881.0,,165024,2020
2020-12-21,4888.0,,166845,2020
2020-12-22,4893.0,,168769,2020
2020-12-23,4896.0,,170666,2020
2020-12-24,4901.0,,172756,2020
2020-12-25,4912.0,,174482,2020
2020-12-26,4912.0,,175578,2020
2020-12-27,4924.0,,176898,2020
2020-12-28,4929.0,,177926,2020
2020-12-29,4936.0,,179444,2020
2020-12-30,4941.0,,180626,2020
2020-12-31,4945.0,,181640,2020
2021-01-01,4946.0,,182631,2021
2021-02-01,4947.0,,183725,2021
2021-03-01,4948.0,,184955,2021
2021-04-01,4948.0,,186140,2021
2021-05-01,4949.0,,187115,2021
2021-06-01,4949.0,,188351,2021
2021-07-01,4958.0,,190031,2021
2021-08-01,4959.0,,191206,2021
2021-09-01,4959.0,,192560,2021
2021-10-01,4960.0,,193719,2021
2021-11-01,4963.0,,195351,2021
2021-12-01,4966.0,,196859,2021
2021-01-13,4969.0,,198478,2021
2021-01-14,4976.0,,199805,2021
2021-01-15,4979.0,,200953,2021
2021-01-16,4982.0,,202521,2021
2021-01-17,4983.0,,203741,2021
2021-01-18,4988.0,,205411,2021
2021-01-19,4989.0,,206732,2021
2021-01-20,4991.0,,208179,2021
2021-01-21,4991.0,,209437,2021
2021-01-22,4992.0,,210762,2021
2021-01-23,4993.0,,212393,2021
2021-01-24,4993.0,,213467,2021
2021-01-25,4994.0,,214915,2021
2021-01-26,4994.0,,215858,2021
2021-01-27,4994.0,,217007,2021
2021-01-28,4994.0,,218629,2021
2021-01-29,4994.0,,220484,2021
2021-01-30,4994.0,,221876,2021
2021-01-31,4994.0,,223137,2021
2021-01-02,4994.0,,224852,2021
2021-02-02,4994.0,,226584,2021
2021-03-02,4994.0,,228290,2021
2021-04-02,4994.0,,230133,2021
2021-05-02,4997.0,,231633,2021
2021-06-02,5000.0,,233597,2021
2021-07-02,5001.0,,235072,2021
2021-08-02,5005.0,,236643,2021
2021-09-02,5007.0,,238339,2021
2021-10-02,5007.0,,240362,2021
2021-11-02,5007.0,,241833,2021
2021-12-02,5007.0,,243631,2021
2021-02-13,5009.0,,245745,2021
2021-02-14,5009.0,,247289,2021
2021-02-15,5009.0,,248562,2021
2021-02-16,5013.0,,250037,2021
2021-02-17,5014.0,,251774,2021
2021-02-18,5014.0,,253718,2021
2021-02-19,5014.0,,255675,2021
2021-02-20,5014.0,,257213,2021
2021-02-21,5014.0,,258773,2021
2021-02-22,5015.0,,260324,2021
2021-02-23,5016.0,,261719,2021
2021-02-24,5016.0,,263090,2021
2021-02-25,5016.0,,264369,2021
2021-02-26,5017.0,,265852,2021
2021-02-27,5018.0,,267209,2021
2021-02-28,5020.0,,268499,2021
2021-01-03,5020.0,,269799,2021
2021-02-03,5020.0,,271193,2021
2021-03-03,5022.0,,273010,2021
2021-04-03,5024.0,,274849,2021
2021-05-03,5024.0,,276471,2021
2021-06-03,5024.0,,278437,2021
2021-07-03,,,280041,2021
2021-08-03,5026.0,,281955,2021
2021-09-03,5028.0,,283492,2021
2021-10-03,5028.0,,285087,2021
2021-11-03,5028.0,,286505,2021
2021-12-03,5029.0,,288197,2021
2021-03-13,5030.0,,290341,2021
2021-03-14,5031.0,,291842,2021
2021-03-15,5031.0,,294094,2021
2021-03-16,5032.0,,295827,2021
2021-03-17,5035.0,,297433,2021
2021-03-18,5036.0,,299048,2021
2021-03-19,5038.0,,300892,2021
2021-03-20,5038.0,,302566,2021
2021-03-21,5039.0,,304391,2021
2021-03-22,5039.0,,305778,2021
2021-03-23,5039.0,,307255,2021
2021-03-24,5041.0,,308812,2021
2021-03-25,5042.0,,310615,2021
2021-03-26,5043.0,,312378,2021
2021-03-27,5044.0,,314309,2021
2021-03-28,5046.0,,315818,2021
2021-03-29,5052.0,,317137,2021
2021-03-30,5081.0,,318382,2021
2021-03-31,5083.0,,319864,2021
2021-01-04,5084.0,,321456,2021
2021-02-04,5084.0,,323001,2021
2021-03-04,5098.0,,324207,2021
2021-04-04,5109.0,,325826,2021
2021-05-04,5116.0,,327270,2021
2021-06-04,5123.0,,328737,2021
2021-07-04,5131.0,,330481,2021
2021-08-04,5149.0,,332119,2021
2021-09-04,5161.0,,333671,2021
2021-10-04,5175.0,,335784,2021
2021-11-04,5190.0,,337833,2021
2021-12-04,5201.0,,339482,2021
2021-04-13,5209.0,,341557,2021
2021-04-14,5247.0,,343431,2021
2021-04-15,5262.0,,345485,2021
2021-04-16,5289.0,,347489,2021
2021-04-17,5331.0,,349739,2021
2021-04-18,5390.0,,352086,2021
2021-04-19,5421.0,,353754,2021
2021-04-20,5466.0,,355507,2021
2021-04-21,5490.0,,357442,2021
2021-04-22,5527.0,,358903,2021
2021-04-23,5569.0,,360595,2021
2021-04-24,5614.0,,361594,2021
2021-04-25,5665.0,,363056,2021
2021-04-26,5716.0,,364735,2021
2021-04-27,5764.0,,366683,2021
2021-04-28,5816.0,,367689,2021
2021-04-29,5875.0,,368945,2021
2021-04-30,5949.0,,370896,2021
2021-01-05,6046.0,,372214,2021
2021-02-05,6084.0,,373007,2021
2021-03-05,6150.0,,373785,2021
2021-04-05,6181.0,,374428,2021
2021-05-05,6223.0,,375095,2021
2021-06-05,6255.0,,375477,2021
2021-07-05,6311.0,,375967,2021
2021-08-05,6341.0,,376536,2021
2021-09-05,6367.0,,376933,2021
2021-10-05,6398.0,,377293,2021
2021-11-05,6426.0,,377516,2021
2021-12-05,6470.0,,378060,2021
2021-05-13,6510.0,,378462,2021
2021-05-14,6542.0,,378887,2021
2021-05-15,6568.0,,379096,2021
2021-05-16,6603.0,,379674,2021
2021-05-17,6638.0,,380102,2021
2021-05-18,6674.0,,380395,2021
2021-05-19,6709.0,,380853,2021
2021-05-20,6758.0,,381349,2021
2021-05-21,6789.0,,382015,2021
2021-05-22,6820.0,,382640,2021
2021-05-23,6844.0,,383265,2021
2021-05-24,6853.0,,383396,2021
2021-05-25,6878.0,,383727,2021
2021-05-26,6901.0,,384188,2021
2021-05-27,6917.0,,384528,2021
2021-05-28,6936.0,,385020,2021
2021-05-29,6964.0,,385564,2021
2021-05-30,6984.0,,385988,2021
2021-05-31,7005.0,,386613,2021
2021-01-06,7018.0,,387348,2021
2021-02-06,7043.0,,387871,2021
2021-03-06,7070.0,,388486,2021
2021-04-06,7088.0,,389152,2021
2021-05-06,7105.0,,389785,2021
2021-06-06,7119.0,,390574,2021
2021-07-06,7131.0,,391273,2021
2021-08-06,7154.0,,392095,2021
2021-09-06,7168.0,,392974,2021
2021-10-06,7197.0,,393692,2021
2021-11-06,7233.0,,394822,2021
2021-12-06,7243.0,,395624,2021
2021-06-13,7261.0,,396534,2021
2021-06-14,7269.0,,397190,2021
2021-06-15,7280.0,,397953,2021
2021-06-16,7306.0,,398852,2021
2021-06-17,7335.0,,399580,2021
2021-06-18,7363.0,,400211,2021
2021-06-19,7394.0,,400997,2021
2021-06-20,7406.0,,401769,2021
2021-06-21,7415.0,,402629,2021
2021-06-22,7425.0,,403616,2021
2021-06-23,7438.0,,404494,2021
2021-06-24,7440.0,,405197,2021
2021-06-25,7441.0,,405887,2021
2021-06-26,7446.0,,406529,2021
2021-06-27,7455.0,,407488,2021
2021-06-28,7462.0,,408220,2021
2021-06-29,7466.0,,409212,2021
2021-06-30,7467.0,,409890,2021
2021-01-07,7469.0,,410741,2021
2021-02-07,7475.0,,411442,2021
2021-03-07,7478.0,,412361,2021
2021-04-07,7482.0,,413316,2021
2021-05-07,7482.0,,414166,2021
2021-06-07,7487.0,,415066,2021
2021-07-07,7491.0,,416065,2021
2021-08-07,7492.0,,416815,2021
2021-09-07,7492.0,,417598,2021
2021-10-07,7492.0,,418550,2021
2021-11-07,7492.0,,419287,2021
2021-12-07,7493.0,,420157,2021
2021-07-13,7496.0,,421108,2021
2021-07-14,7499.0,,421940,2021
2021-07-15,7501.0,,422876,2021
2021-07-16,7505.0,,423910,2021
2021-07-17,7506.0,,425268,2021
2021-07-18,7510.0,,426511,2021
2021-07-19,7516.0,,427711,2021
2021-07-20,,,428751,2021
2021-07-21,,,429739,2021
2021-07-22,,,430415,2021
2021-07-23,,,431486,2021
2021-07-24,,,432627,2021
2021-07-25,,,433596,2021
2021-07-26,,,434929,2021
2021-07-27,,,436240,2021
2021-07-28,,,437301,2021
2021-07-29,,,438456,2021
2021-07-30,,,439639,2021
2021-07-31,,,440870,2021
2021-01-08,,,442063,2021
2021-02-08,,,443192,2021
2021-03-08,,,444838,2021
2021-04-08,,,445987,2021
2021-05-08,,,447339,2021
2021-06-08,,,448882,2021
2021-07-08,,,450208,2021
2021-08-08,,,451415,2021
2021-09-08,,,452587,2021
2020-02-04,132.0,1175.0,1800,2020
2020-10-04,365.0,6009.0,6374,2020
2020-11-04,381.0,6577.0,6958,2020
2020-12-04,405.0,6553.0,6958,2020
2020-04-13,432.0,8323.0,8755,2020
2020-04-14,473.0,10032.0,10505,2020
2020-04-15,525.0,11088.0,11613,2020
2020-04-16,534.0,19701.0,20235,2020
2020-04-17,572.0,,20235,2020
2020-04-18,603.0,20487.0,21450,2020
2020-04-19,647.0,26311.0,26958,2020
2020-04-20,722.0,30011.0,30733,2020
2020-04-21,757.0,34998.0,35755,2020
2020-04-22,813.0,40699.0,41512,2020
2020-04-23,893.0,47139.0,48032,2020
2020-04-24,955.0,53383.0,54338,2020
2020-04-25,1016.0,60250.0,61266,2020
2020-04-26,1097.0,66937.0,68034,2020
2020-04-27,1177.0,73374.0,74551,2020
2020-04-28,1259.0,79075.0,80334,2020
2020-04-29,1332.0,86729.0,88061,2020
2020-04-30,1403.0,93155.0,94558,2020
2020-01-05,1463.0,100997.0,102460,2020
2020-02-05,1525.0,106878.0,108403,2020
2020-03-05,1583.0,113354.0,114937,2020
2020-04-05,1650.0,123579.0,125229,2020
2020-05-05,1717.0,131775.0,133492,2020
2020-06-05,1777.0,139497.0,141274,2020
2020-07-05,1833.0,147528.0,149361,2020
2020-08-05,1887.0,154794.0,156681,2020
2020-09-05,1930.0,163139.0,165069,2020
2020-10-05,1980.0,171755.0,173735,2020
2020-11-05,2018.0,179126.0,181144,2020
2020-12-05,2051.0,189823.0,191874,2020
2020-05-13,2137.0,199059.0,201196,2020
2020-05-14,2100.0,208247.0,210452,2020
2020-05-15,2157.0,217183.0,219490,2020
2020-05-17,2230.0,236618.0,238998,2020
2020-05-18,2282.0,246279.0,248771,2020
2020-05-19,2339.0,255961.0,258450,2020
2020-05-20,2407.0,265052.0,267612,2020
2020-05-21,2452.0,273099.0,275704,2020
2020-05-22,2514.0,281452.0,284119,2020
2020-05-23,2561.0,290255.0,292969,2020
2020-05-24,2627.0,301529.0,304326,2020
2020-05-25,2671.0,311680.0,314566,2020
2020-05-26,2719.0,319731.0,322714,2020
2020-05-27,2787.0,329261.0,332378,2020
2020-05-28,2841.0,338991.0,342236,2020
2020-05-29,2874.0,350544.0,353874,2020
2020-05-30,2944.0,359917.0,363378,2020
2020-05-31,3045.0,369177.0,372748,2020
2020-01-06,3118.0,379639.0,383315,2020
2020-02-06,3200.0,391890.0,395681,2020
2020-03-06,3279.0,399776.0,403747,2020
2020-04-06,3377.0,409621.0,413733,2020
2020-05-06,3427.0,419314.0,423564,2020
2020-06-06,3588.0,431875.0,436335,2020
2020-07-06,3718.0,449371.0,454030,2020
2020-08-06,3843.0,463463.0,468276,2020
2020-09-06,3990.0,478332.0,483361,2020
2020-10-06,4126.0,493469.0,498716,2020
2020-11-06,4261.0,504889.0,510318,2020
2020-12-06,4402.0,516457.0,522093,2020
2020-06-13,4588.0,530712.0,536570,2020
2020-06-14,4841.0,546050.0,552202,2020
2020-06-15,5087.0,560919.0,567375,2020
2020-06-16,5280.0,576566.0,583286,2020
2020-06-17,5555.0,591403.0,598474,2020
2020-06-18,5854.0,604901.0,612397,2020
2020-06-19,7961.0,622045.0,630006,2020
2020-06-20,8452.0,643925.0,652377,2020
2020-06-21,8929.0,667899.0,676828,2020
2020-06-22,9372.0,684176.0,693548,2020
2020-06-23,9834.0,704353.0,714187,2020
2020-06-24,10331.0,739903.0,750234,2020
2020-06-25,10884.0,758435.0,769319,2020
2020-06-26,11489.0,780135.0,791624,2020
2020-06-27,12285.0,803797.0,816082,2020
2020-06-28,13098.0,828762.0,841860,2020
2020-06-29,13891.0,858185.0,872076,2020
2020-06-30,14595.0,875595.0,890190,2020
2020-01-07,15252.0,903177.0,918429,2020
2020-02-07,16097.0,916616.0,932713,2020
2020-03-07,16934.0,954677.0,971611,2020
2020-04-07,17699.0,978874.0,996573,2020
2020-05-07,18697.0,998443.0,1017140,2020
2020-06-07,20019.0,1013833.0,1033852,2020
2020-07-07,21197.0,1028897.0,1050090,2020
2020-08-07,22259.0,1055474.0,1077733,2020
2020-09-07,23814.0,1070801.0,1094615,2020
2020-10-07,25422.0,1090213.0,1115635,2020
2020-11-07,27235.0,1108990.0,1136225,2020
2020-12-07,29168.0,1124681.0,1153849,2020
2020-07-13,31103.0,1141993.0,1173096,2020
2020-07-14,33019.0,1162747.0,1195766,2020
2020-07-15,35451.0,1182512.0,1217963,2020
2020-07-16,38044.0,1202223.0,1240267,2020
2020-07-17,40646.0,1219866.0,1260512,2020
2020-07-18,44609.0,1239775.0,1284384,2020
2020-07-19,49650.0,1265882.0,1315532,2020
2020-07-20,53724.0,1295388.0,1349112,2020
2020-07-21,58668.0,1327606.0,1386274,2020
2020-07-22,64713.0,1371114.0,1435827,2020
2020-07-23,72711.0,1421168.0,1493879,2020
2020-07-24,80858.0,1461135.0,1541993,2020
2020-07-25,88671.0,1507003.0,1595674,2020
2020-07-26,96298.0,1547021.0,1643319,2020
2020-07-27,102349.0,1584097.0,1686446,2020
2020-07-28,110297.0,1639128.0,1749425,2020
2020-07-29,120390.0,1699619.0,1820009,2020
2020-07-30,130557.0,1759520.0,1890077,2020
2020-07-31,140933.0,1810843.0,1951776,2020
2020-01-08,150209.0,1862364.0,2012573,2020
2020-02-08,158764.0,1906643.0,2065407,2020
2020-03-08,166586.0,1944337.0,2110923,2020
2020-04-08,176333.0,1998737.0,2175070,2020
2020-05-08,186461.0,2049185.0,2235646,2020
2020-06-08,196789.0,2102543.0,2299332,2020
2020-07-08,206960.0,2155310.0,2362270,2020
2020-08-08,217040.0,2207353.0,2424393,2020
2020-09-08,227860.0,2259445.0,2487305,2020
2020-10-08,235525.0,2298779.0,2534304,2020
2020-11-08,,2348070.0,2592619,2020
2020-12-08,,2395621.0,2649767,2020
2020-08-13,,2441317.0,2705459,2020
2020-08-14,,2485400.0,2758485,2020
2020-08-15,,2530380.0,2812197,2020
2020-08-16,,2571114.0,2860943,2020
2020-08-17,,2608912.0,2905521,2020
2020-08-18,,2658245.0,2961611,2020
2020-08-19,,2703293.0,3019296,2020
2020-08-20,,2749451.0,3074847,2020
2020-08-21,,2794917.0,3129857,2020
2020-08-22,,2846110.0,3191326,2020
2020-08-23,,2884927.0,3238038,2020
2020-08-24,,2930789.0,3292501,2020
2020-08-25,,2985213.0,3356852,2020
2020-08-26,,3036221.0,3418690,2020
2020-08-27,,3086900.0,3479990,2020
2020-08-28,,3137705.0,3541321,2020
2020-08-29,,3189181.0,3603345,2020
2020-08-30,,3241655.0,3666422,2020
2020-08-31,,3288141.0,3722912,2020
2020-01-09,,3337607.0,3782746,2020
2020-02-09,,3388019.0,3843550,2020
2020-03-09,,3442940.0,3905775,2020
2020-04-09,,3492083.0,3965694,2020
2020-05-09,,3547986.0,4035317,2020
2020-06-09,,3612660.0,4107890,2020
2020-07-09,,3659584.0,4166077,2020
2020-08-09,,3719976.0,4237070,2020
2020-09-09,,3781250.0,4308762,2020
2020-10-09,,3843304.0,4380991,2020
2020-11-09,,3904442.0,4452128,2020
2020-12-09,,3970006.0,4527593,2020
2020-09-13,,4032703.0,4599826,2020
2020-09-14,,4086276.0,4661355,2020
2020-09-15,,4147941.0,4731866,2020
2020-09-16,,4214119.0,4806879,2020
2020-09-17,,4282909.0,4884371,2020
2020-09-18,,4349523.0,4959081,2020
2020-09-19,,,5033676,2020
2020-09-20,,,5104131,2020
2020-09-21,,4528951.0,5160700,2020
2020-09-22,,4590227.0,5229529,2020
2020-09-23,,4655837.0,5302367,2020
2020-09-24,,4723982.0,5378367,2020
2020-09-25,,4786338.0,5447796,2020
2020-09-26,,4855035.0,5523786,2020
2020-09-27,,4924528.0,5600202,2020
2020-09-28,,4985162.0,5666323,2020
2020-09-29,,5047401.0,5734752,2020
2020-09-30,,5113074.0,5806558,2020
2020-01-10,,5177900.0,5878135,2020
2020-02-10,,5241744.0,5948534,2020
2020-03-10,,5308381.0,6021395,2020
2020-04-10,,,6094206,2020
2020-05-10,,5426839.0,6150351,2020
2020-06-10,,5486933.0,6216240,2020
2020-07-10,,5548582.0,6283009,2020
2020-08-10,,5610234.0,6349953,2020
2020-09-10,,5675610.0,6420474,2020
2020-10-10,,,6494099,2020
2020-11-10,,5813889.0,6569616,2020
2020-12-10,,5871777.0,6630728,2020
2020-10-13,,5939237.0,6702810,2020
2020-10-14,,6004808.0,6772273,2020
2020-10-15,,6074537.0,6846040,2020
2020-10-16,,6144907.0,6920377,2020
2020-10-17,,6212112.0,6991258,2020
2020-10-18,,6283071.0,7066203,2020
2020-10-19,,6341483.0,7127533,2020
2020-10-20,,6407075.0,7196628,2020
2020-10-21,,6477751.0,7271050,2020
2020-10-22,,6550857.0,7347776,2020
2020-10-23,,6627330.0,7428014,2020
2020-10-24,,,7502933,2020
2020-10-25,,,7570352,2020
2020-10-26,,,7621896,2020
2020-10-27,,6884828.0,7696653,2020
2020-10-28,,6958907.0,7773681,2020
2020-10-29,,7044780.0,7862459,2020
2020-10-30,,7126295.0,7946860,2020
2020-10-31,,,8028905,2020
2020-01-11,,,8117685,2020
2020-02-11,,7354384.0,8182266,2020
2020-03-11,,7436069.0,8266800,2020
2020-04-11,,7509057.0,8342265,2020
2020-05-11,,7591676.0,8427629,2020
2020-06-11,,7668867.0,8507230,2020
2020-07-11,,,8587312,2020
2020-08-11,,7821008.0,8663975,2020
2020-09-11,,7880666.0,8725025,2020
2020-10-11,,7946690.0,8792935,2020
2020-11-11,,8015363.0,8863340,2020
2020-12-11,,8090783.0,8940488,2020
2020-11-13,,,9021225,2020
2020-11-14,,,9101048,2020
2020-11-15,,,9154263,2020
2020-11-16,,8342543.0,9197307,2020
2020-11-17,,8407926.0,9264085,2020
2020-11-18,,8476308.0,9333703,2020
2020-11-19,,8550157.0,9408868,2020
2020-11-20,,8614938.0,9474870,2020
2020-11-21,,,9543177,2020
2020-11-22,,,9615090,2020
2020-11-23,,8799462.0,9662220,2020
2020-11-24,,8863478.0,9727321,2020
2020-11-25,,8923373.0,9788047,2020
2020-11-26,,8989611.0,9855316,2020
2020-11-27,,9046630.0,9913068,2020
2020-11-28,,9095353.0,9962416,2020
2020-11-29,,,10017126,2020
2020-11-30,,,10057854,2020
2020-01-12,,9240959.0,10109708,2020
2020-02-12,,9297284.0,10166696,2020
2020-03-12,,9359669.0,10229745,2020
2020-04-12,,,10293151,2020
2020-05-12,,,10350283,2020
2020-06-12,,,10410612,2020
2020-07-12,,9581330.0,10453618,2020
2020-08-12,,,10509805,2020
2020-09-12,,,10570843,2020
2020-10-12,,,10635197,2020
2020-11-12,,9359669.0,10699622,2020
2020-12-12,,,10767117,2020
2020-12-13,,9955459.0,10830990,2020
2020-12-14,,10000089.0,10875925,2020
2020-12-15,,10061041.0,10937377,2020
2020-12-16,,10124662.0,11001476,2020
2020-12-17,,10187949.0,11065297,2020
2020-12-18,,10256553.0,11134359,2020
2020-12-19,,,11196574,2020
2020-12-20,,,11260810,2020
2020-12-21,,10422168.0,11301105,2020
